round,average_score,average_distance,num_closer_than_average,winner,score,distance,lat,lng,description,silver,silver_score,silver_distance,silver_lat,silver_lng,silver_description,bronze,bronze_score,bronze_distance,bronze_lat,bronze_lng,bronze_description,loser,loser_score,loser_distance,loser_lat,loser_lng,loser_description
Fox Creek,6415.359724972497,4368097.805491703,520,Canada,12991.8,32826.09422914992,54.6248926412501,-117.13195263324704,"54.624893, -117.131953",Tat & Ptar,11963.51,124035.74329321561,53.385642,-117.589714,,maplemanatee,10952.2,147259.74980712184,53.2337,-117.865,,Lesotho,1002.41,16002371.180634964,-28.897129057999965,27.754289628000034,Leribe northwestmost point
High Prairie,6411.800132013202,4382347.641336651,519,Canada,12991.42,34352.94790908701,55.6607299997501,-116.1159988729597,"55.66073, -116.115999",Yelldosh,11956.89,150536.58015109433,55.176915,-118.821266,,Tat & Ptar,10929.37,238635.91241474726,53.385642,-117.589714,,Lesotho,1021.48,15926039.76927907,-28.897129057999965,27.754289628000034,Leribe northwestmost point
La Crête,6399.049592959296,4433412.246081976,518,Canada,12986.78,52931.71878768336,57.732404716750096,-116.1159988729597,"57.732405, -116.115999",Yelldosh,11916.31,312955.42571374634,57.032528,-111.606639,,Jedabilbert,10883.04,424121.5243256326,60.001923,-122.935321,,Lesotho,1063.87,15756336.570193017,-28.897129057999965,27.754289628000034,Leribe northwestmost point
Behchokǫ̀,6378.094807480748,4517269.769291597,522,Canada,12996.84,12633.92792127574,62.9115915092501,-116.1159988729597,"62.911592, -116.115999",oops,11972.41,88407.00405525771,62.473294,-114.471726,,Norton,10966.46,90180.12694474202,62.470139,-114.436836,,Lesotho,1144.59,15433211.75375988,-28.69372940099987,28.183990478000055,Leribe northmost point
El Morro,6259.779757975798,4990885.866384191,551,México,12995.89,16441.625281260534,27.896622784000016,-115.21428639899996,Baja California Sur northwestmost point,Tumnus,11895.76,395247.0614129026,31.299801,-113.54882,,Kaleb,10889.92,396578.7641103807,31.322334,-113.573916,,Mauritius,536.58,17867104.058129862,-10.337082,56.58791700000012,Northmost point 1
San Quintín (Baja California),6299.553806380638,4831742.816194247,549,México,12989.05,43848.55772749602,30.35931299650005,-115.56101968299998,Baja California centre of extremes,ghostlyturtle77,11962.74,127101.12022601298,31.634608,-116.438848,,CHart,10949.93,156329.3962292193,31.85296,-116.62429,,Mauritius,594.24,17636284.111005843,-10.337082,56.58791700000012,Northmost point 1
Héroes de la Independencia,6317.44397139714,4760129.014592688,548,México,12994.86,20579.353908158457,31.769903675749713,-115.77917034355501,Baja California pole of inaccessibility,ghostlyturtle77,11981.5,51996.61408610806,31.634608,-116.438848,,CHart,10970.39,74444.06657936817,31.85296,-116.62429,,Mauritius,621.78,17526032.336353343,-10.337082,56.58791700000012,Northmost point 1
Mexicali,6334.577777777778,4691517.6862042835,548,GeoGamr🇺🇦,12998.57,5722.165698083312,32.665439,-115.49615,,México,11981.7,51221.2572555291,32.47415496200014,-114.93926804399995,Sonora northwestmost point,Ňóbóďý1300,10975.25,54992.33517044122,32.15609,-115.278533,,Mauritius,651.83,17405731.039387617,-10.337082,56.58791700000012,Northmost point 1
Calipatria,6340.7596149614965,4666772.377761674,548,bun,12992.07,31735.058983892486,33.34696,-115.72953,,Puerto Vallarta,11986.52,31901.907849245497,33.350683,-115.726852,,GeoGamr🇺🇦,10976.2,51195.160258563985,32.665439,-115.49615,,Mauritius,664.38,17355513.41739729,-10.337082,56.58791700000012,Northmost point 1
Sandy Valley,6367.9872827282725,4557755.404646951,544,Puerto Vallarta,12992.97,28138.10077990977,35.669546,-115.378782,,Donald Trump,11986.87,30530.57787360611,35.73730143601168,-115.30834013585428,"35.737301, -115.30834",Finland Taipan,10981.11,31544.885068876927,35.615,-115.3868,,Mauritius,734.46,17074991.254172247,-10.337082,56.58791700000012,Northmost point 1
North Las Vegas,6375.145357535754,4529100.594831973,544,ikb079,12999.28,2897.7193594474134,36.177025,-115.135125,,Hendog,11993.77,2904.2837454155474,36.176974,-115.135162,,DT76,10988.25,2930.0457805536207,36.176668,-115.135104,,Mauritius,748.1,17020383.504876573,-10.337082,56.58791700000012,Northmost point 1
Alamo (Nevada),6379.7113201320135,4510823.783084772,543,jogwi,12997.19,11260.658733548435,37.463418,-115.194295,,gurf,11989.61,19562.620591172978,37.53248,-115.23216,,Donald Trump (without dependencies),10978.58,41677.408511807895,37.00810337158654,-115.30834013585428,"37.008103, -115.30834",Mauritius,778.61,16898253.50350832,-10.337082,56.58791700000012,Northmost point 1
Eureka (Nevada),6382.436501650165,4499914.747714567,541,Eisenherz,12996.35,14609.871937719237,39.583473,-116.104181,,stupiddrew9,11990.77,14912.608940472534,39.583835,-116.108062,,proletariat_gang,10975.84,52628.8155013031,39.892789,-116.327218,,Mauritius,831.11,16688101.897941815,-10.337082,56.58791700000012,Northmost point 1
Elko (Nevada),6390.461309130913,4467815.088143722,542,Aiden,12999.98,84.51473713725879,40.832031,-115.763983,,De Martian,11994.34,596.6799413736744,40.828846,-115.76841,,Saranac,10988.52,1884.7026509704754,40.836333,-115.784917,,Mbabane House,865.24,16551478.254088182,-25.92115020799997,31.126569748,Northwestmost point
Glenns Ferry,6403.835830583058,4414277.127448292,536,Donald Trump,12996.35,14607.928525192543,42.82364088663959,-115.30834013585428,"42.823641, -115.30834",Cascadia,11986.24,33054.55216529411,42.889002,-115.696746,,puppah,10979.36,38538.88197788167,43.301319,-115.31575,,Mbabane House,894.04,16436195.786273886,-25.92115020799997,31.126569748,Northwestmost point
Mountain Home (Idaho),6402.373278327833,4420131.374273472,535,Cascadia,12993.22,27129.527837592064,42.889002,-115.696746,,Tumnus,11985.74,35045.80881731958,43.36851,-115.978689,,puppah,10980.06,35723.28673642651,43.301319,-115.31575,,Mbabane House,888.45,16458541.511765976,-25.92115020799997,31.126569748,Northwestmost point
Kooskia,6417.016908690869,4361512.74047503,534,Puerto Vallarta,12997.35,10609.226808195639,46.231261,-116.036476,,OceanMan,11989.01,21944.373648177414,45.952792,-116.043086,,gurf,10983.37,22477.046494104346,46.23352,-116.24035,,Mbabane House,917.33,16342933.222395433,-25.92115020799997,31.126569748,Northwestmost point
Osburn,6423.575445544555,4335259.362939177,530,Puerto Vallarta,12999.51,1951.0699676415957,47.495936,-115.978096,,OKobern,11992.86,6526.093949144307,47.482003,-115.920086,,gurf,10987.28,6824.297025628372,47.471672,-115.924083,,Lesotho,932.31,16282971.952216422,-28.897129057999965,27.754289628000034,Leribe northwestmost point
Libby,6431.833102310231,4315390.850692917,529,Puerto Vallarta,12994.41,348.61929858711653,48.391148,-115.554059,,stathx,12994.41,348.61929858711653,48.391148,-115.554059,,OKobern,11984.91,16317.446883038054,48.364035,-115.338114,,Lesotho,948.77,16217078.765210181,-28.897129057999965,27.754289628000034,Leribe northwestmost point
Cranbrook (Canada),6429.721375137514,4310657.62077929,529,pwep,12996.08,15698.421669911642,49.363484,-115.824645,,Canada,11988.05,25801.558911176115,49.44570584875011,-116.1159988729597,"49.445706, -116.115999",stathx,10976.3,50787.92119739712,49.483153,-115.066098,,Lesotho,956.84,16184808.489194158,-28.897129057999965,27.754289628000034,Leribe northwestmost point
Canal Flats,6430.131650165016,4308966.275718915,529,Mɪɴ̌ᴀ,12994.36,22580.260335172843,50.130971,-115.503329,,Canada,11983.88,42484.365155587184,50.4815432072501,-116.1159988729597,"50.481543, -116.115999",javi (big beef cow #2 fan),10975.44,54226.39776440169,50.611524,-116.065561,,Lesotho,963.22,16159261.682142878,-28.897129057999965,27.754289628000034,Leribe northwestmost point
Canmore,6432.3548404840485,4300067.076252883,528,minette,12999.81,751.2267739062271,51.089252,-115.357294,,flaber,11994.25,976.8831474753666,51.089222,-115.362463,,gurf,10988.7,1164.9136108238563,51.09342,-115.35666,,Lesotho,981.39,16086516.751626592,-28.897129057999965,27.754289628000034,Leribe northwestmost point
Mayerthorpe,6423.932684268427,4333780.29753353,523,Canada,12989.95,40219.33806419868,53.589055282750095,-115.10004511267232,"53.589055, -115.100045",flaber,11968.96,102205.55649911576,53.54096,-113.743664,,Dr.Clive,10961.54,109867.72904267917,53.524453,-113.627938,,Lesotho,1019.97,15932071.901922602,-28.897129057999965,27.754289628000034,Leribe northwestmost point
Whitecourt,6420.965841584159,4345656.6202626405,523,Canada,12985.25,59062.59748969586,54.50003242400018,-115.00019073499993,Alberta centre of extremes,flaber,11958.45,144268.7673546536,53.54096,-113.743664,,Tat & Ptar,10951.19,151284.38906705653,53.385642,-117.589714,,Lesotho,1014.72,15953091.081171324,-28.897129057999965,27.754289628000034,Leribe northwestmost point
Hay River,6388.598701870187,4475247.460835145,524,Canada,12995.67,17344.024248252725,60.839916792250094,-116.1159988729597,"60.839917, -116.115999",oops,11945.23,197217.3447182557,62.473294,-114.471726,,Norton,10939.64,197554.23353497745,62.470139,-114.436836,,Lesotho,1113.29,15558505.495888833,-28.69372940099987,28.183990478000055,Leribe northmost point
Kugluktuk,6355.369317931793,4608240.38861551,543,Canada,12987.1,51645.063788133455,68.09077830175009,-116.1159988729597,"68.090778, -116.115999",oops,11846.5,592419.7854706774,62.549583,-113.353333,,Norton,10839.98,596491.9369500196,62.470139,-114.436836,,Antarctica,1220.5,15129347.650711197,-61.16648706896545,-55.153203342618305,"-61.166487, -55.153203"
Guerrero Negro,6265.879361936194,4966517.605774948,551,México,12981.77,72975.20116975113,28.000001705000045,-113.31411976299984,Baja California Sur northmost point,Wafull,11919.16,301563.00553644774,27.958993,-110.985408,,Tumnus,10895.41,374581.7084375626,31.299801,-113.54882,,Mauritius,547.02,17825286.410832584,-10.337082,56.58791700000012,Northmost point 1
Golfo de Santa Clara,6329.00402640264,4727016.239980635,549,Donald Trump,12975.62,75559.57232843673,32.36130015349293,-114.37599398103936,Arizona southwestmost point,Donald Trump (without dependencies),12975.62,75559.57232843673,32.36130015349293,-114.37599398103936,Arizona southwestmost point,México,11968.71,81180.17568763296,32.24517401700018,-115.05302232699984,Sonora westmost point,Mauritius,635.87,17469656.881719407,-10.337082,56.58791700000012,Northmost point 1
San Luis Río Colorado,6335.320132013201,4688521.902510027,548,Jedabilbert,12999.14,3456.849893854005,32.424864,-114.76411,,Derpy,11993.62,3509.097525961104,32.423942,-114.77045,,México,10987.52,5888.042638418656,32.493913162000126,-114.81357276299991,Sonora northmost point,Mauritius,653.07,17400784.167006873,-10.337082,56.58791700000012,Northmost point 1
Blythe (California),6350.526567656766,4627649.942860885,548,Aiden,12998.24,7048.584380924549,33.60262,-114.5208,,Donald Trump,11987.14,29442.01069266164,33.712633021546566,-114.30295087815121,"33.712633, -114.302951",JayDoo909,10980.66,33312.36134191845,33.661917,-114.2419,,Mauritius,684.41,17275349.51339068,-10.337082,56.58791700000012,Northmost point 1
Lake Havasu City,6363.249680968097,4581074.614804913,548,ProbablyGeo,12992.58,29719.5354882471,34.717924,-114.479298,,steph,11987.06,29771.85970411014,34.717397,-114.481624,,Donald Trump,10976.01,29902.66025465831,34.26721191400003,-114.1294860829999,California eastmost point,Mauritius,709.31,17175651.1836653,-10.337082,56.58791700000012,Northmost point 1
Bullhead City,6371.460715071507,4557013.459939788,545,Donald Trump,12994.16,1334.3231874455653,35.137420654000174,-114.57570648299992,Nevada southeastmost point,Donald Trump (without dependencies),12994.16,1334.3231874455653,35.137420654000174,-114.57570648299992,Nevada southeastmost point,GeoGamr🇺🇦,11986.29,10800.777943362269,35.169592,-114.684075,,Mauritius,724.6,17114466.898818042,-10.337082,56.58791700000012,Northmost point 1
Mesquite (Nevada),6384.478206820682,4491717.858337034,542,Puerto Vallarta,12996.96,12177.913584893198,36.766111,-114.194773,,mobambachloride,11990.45,16199.803279648782,36.773471,-114.24465,,Alex967CW,10984.69,17212.813959421674,36.778278,-114.257472,,Mauritius,771.71,16925856.390023828,-10.337082,56.58791700000012,Northmost point 1
Caliente,6386.483454345434,4488093.954664775,542,De Martian,12996.16,15385.764795932319,37.592658,-114.684308,,gurf,11985.65,35394.114056514154,37.92974,-114.45216,,Donald Trump,10973.37,40457.16537413915,37.64472961500019,-114.05406951899988,Utah westmost point,Mauritius,789.67,16853975.344377417,-10.337082,56.58791700000012,Northmost point 1
McGill,6390.696468646865,4466825.217890163,541,dfshapir,12995.57,17737.889267935443,39.263306,-114.87352,,Dat 1 Cactus,11989.96,18163.715606795973,39.258628,-114.872538,,proletariat_gang,10983.98,20041.063584568416,39.38786,-115.01081,,Mauritius,835.21,16671682.037995486,-10.337082,56.58791700000012,Northmost point 1
West Wendover,6402.417502750275,4419930.987749959,539,Steve Lira,12999.92,308.2885726590022,40.738434,-114.069798,,d money,11993.84,2632.177412162537,40.738157,-114.042133,,bloxy,10988.2,3141.8154024600717,40.739762,-114.036069,,Mauritius,875.06,16512159.444582172,-10.337082,56.58791700000012,Northmost point 1
Jackpot,6406.653377337734,4416184.816435668,539,Donald Trump,12981.39,52442.752366021356,41.99338150000012,-114.04038238499993,Nevada northeastmost point,Donald Trump (without dependencies),12981.39,52442.752366021356,41.99338150000012,-114.04038238499993,Nevada northeastmost point,OKobern,11973.42,62322.58743499805,41.425703,-114.751599,,Mbabane House,896.9,16424715.087789627,-25.92115020799997,31.126569748,Northwestmost point
Twin Falls,6407.593784378438,4399233.619467159,539,Saranac,12999.57,1705.268416903921,42.548444,-114.454194,,gurf,11993.6,3556.556452405828,42.59227,-114.47829,,Kyoni,10988.02,3874.7322791370225,42.596864,-114.471858,,Mbabane House,906.35,16386918.837186733,-25.92115020799997,31.126569748,Northwestmost point
Hailey,6412.795071507151,4378413.626003616,536,Bvarium,12995.42,18334.16950432403,43.680704,-114.363978,,Donald Trump (without dependencies),11985.98,34086.36920804949,43.213215828701934,-114.30295087815121,"43.213216, -114.302951",Donald Trump,10980.2,35190.03125393778,43.83597509387215,-114.30295087815121,"43.835975, -114.302951",Mbabane House,918.26,16339232.245150927,-25.92115020799997,31.126569748,Northwestmost point
Challis,6420.21898789879,4357479.181441626,535,jogwi,12999.98,88.25014158397869,44.505279,-114.23107,,Donald Trump,11980.19,35230.5411029784,44.346770295937134,-114.61638440197544,Idaho centroid,Donald Trump (without dependencies),11980.19,35230.5411029784,44.346770295937134,-114.61638440197544,Idaho centroid,Mbabane House,929.79,16293072.025619859,-25.92115020799997,31.126569748,Northwestmost point
Orchard Homes,6429.6475357535755,4310904.556192213,534,stathx,12998.97,4118.581827027539,46.872969,-113.996158,,toro,11993.4,4395.796778698011,46.87426,-113.9929,,Patxepi,10987.83,4611.53715242899,46.8921,-114.00484,,Mbabane House,959.23,16175236.197293166,-25.92115020799997,31.126569748,Northwestmost point
Polson,6432.215269526952,4300674.343686109,531,porter,12999.95,183.67917100089556,47.69503,-114.16426,,Paris_Labrador,11991.9,10397.572287725427,47.730396,-114.035443,,qazplm500,10984.87,16463.25439649468,47.801813,-114.313373,,Lesotho,966.45,16146333.691744816,-28.897129057999965,27.754289628000034,Leribe northwestmost point
Kalispell,6433.334785478548,4296216.322144266,530,stathx,12999.85,612.9290228378252,48.201173,-114.31469,,Puerto Vallarta,11993.75,2963.7196128677247,48.17442,-114.336801,,courtemanche437,10988.09,3594.077776509813,48.217991,-114.277661,,Lesotho,968.42,16138429.55261773,-28.897129057999965,27.754289628000034,Leribe northwestmost point
Sparwood,6433.554411441144,4295337.846688802,529,javi (big beef cow #2 fan),12993.47,26152.314109285464,49.524746,-115.053116,,Techno Dino,11987.35,28577.448659622212,49.503041,-115.061457,,stathx,10981.31,30716.096752955607,49.483153,-115.066098,,Lesotho,974.01,16116075.722775923,-28.897129057999965,27.754289628000034,Leribe northwestmost point
Elkford,6433.608272827283,4295073.833965595,529,Mɪɴ̌ᴀ,12989.17,43334.45231211163,50.130971,-115.503329,,Canada,11981.17,53343.38542273037,50.4815432072501,-115.10004511267232,"50.481543, -115.100045",javi (big beef cow #2 fan),10975.16,55334.78909595413,49.524746,-115.053116,,Lesotho,976.38,16106563.961231956,-28.897129057999965,27.754289628000034,Leribe northwestmost point
Calgary,6437.032871287129,4281365.285044953,529,Fireball,12999.85,619.837514890835,51.054203,-114.07927,,ikb079,11994.13,1463.1003111557557,51.049375,-114.064392,,javi (big beef cow #2 fan),10988.59,1569.545290046965,51.058945,-114.067777,,Lesotho,1001.23,16007096.138875294,-28.897129057999965,27.754289628000034,Leribe northwestmost point
Sylvan Lake (Canada),6434.97396039604,4293986.315996717,527,Benofchess,12994.74,21036.35963266436,52.227986,-113.805951,,Canada,11987.77,26933.414261233193,52.553217924250106,-114.08409135238497,"52.553218, -114.084091",Yelldosh,10969.52,55902.465349320475,51.809611,-114.143722,,Lesotho,1015.48,15950057.631059267,-28.897129057999965,27.754289628000034,Leribe northwestmost point
Stony Plain,6429.779537953796,4310399.818524425,526,Canada,12997.95,8222.967607271843,53.589055282750095,-114.08409135238497,"53.589055, -114.084091",flaber,11990.22,17095.490300233083,53.54096,-113.743664,,Dr.Clive,10982.8,24747.46153838953,53.524453,-113.627938,,Lesotho,1031.3,15886730.772809759,-28.897129057999965,27.754289628000034,Leribe northwestmost point
